փնջել	p͡ʒ ə n d͡ʒ ɛ l
զառնուրդ	z ɑ r n u ɾ tʰ
ցնքնասպանություն	t ŋ kʰ n ɑ s p ɑ n u t͡sʰ j u n
ոչխաա	v ɔ t͡ʃʰ χ ɑ ɑ
շառավարում	ʃ ɑ r ɑ v ɑ ɾ u m
ջսլանդիա	d s l ɑ n d j ɑ
կտվեր	k t ə v ɛ ɾ
ժրճարան	ʒ ə ɾ t͡ʃ ɑ ɾ ɑ n
ժարիամ	ʒ ɑ ɾ j ɑ m
ճրաբական	t ɾ ɑ b ɑ k ɑ n
աեսք	ɑ ɛ s kʰ
քայանում	k ɑ j ɑ n u m
աավիտյան	ɑ ɑ v i t j ɑ n
սեծաքանակ	s ɛ t͡s ɑ kʰ ɑ n ɑ k
իտրականություն	i ə t ɾ ɑ k ɑ n u tʰ j u n
ջրդար	d ɾ tʰ ɑ ɾ
փրվեստ	p ɾ v ɛ s t
փանապարհային	p͡ʃ ɑ n ɑ p ɑ ɾ ɑ j i n
որբանաօ	v o ɾ pʰ ɑ n ɑ ɔ
ծազմավորում	t ɑ z m ɑ v ɔ ɾ u m
թիշտ	t i ʃ t
խասներկու	χ ɑ s n e ɹ k u
մոս	m o s
ըոցիալիզմ	ə o t sʰ j ɑ l i z m
քերքո	k ɛ ɾ kʰ ɔ
փրկաթուղի	p ɛ ɾ k ɑ tʰ u ʁ i
թսպետ	t s p ɛ t
ծափել	tʰ ɑ pʰ ɛ l
ըաղաղ	ə ɑ ʁ ɑ ʁ
աարտվել	ɑ ɑ ɾ t v ɛ l
խրձին	χ ə ɾ t͡sʰ i n
թնհեթեթ	t n h ɛ tʰ ɛ tʰ
ծակատ	t͡ʃ ɑ k ɑ t
ըետաձգել	ə ɛ t ɑ d͡z ə kʰ ɛ l
մառ	m͡ʃ ɑ r
էեխնիկա	ɛ ɛ χ n i k ɑ
յտադիր	j ə t ɑ d i ɾ
փանաստեղծ	p ɑ n ɑ s t ɛ χ t͡s
քալիս	k ɑ l i s
մաբաթվա	m ɑ pʰ ɑ tʰ v ɑ
նանչ	n ɑ n t͡ʃʰ
ծնշում	t ʃ ə n ʃ u m
ժթնոլորտ	ʒ ə tʰ n o l o ɾ t
քուռն	k u r ə n
տարբեր	t ɑ ɾ b ɛ ɾ
չրոք	t ɾ o kʰ
կուկ	k u k
քկարիչ	k ə k ɑ ɾ i t͡ʃʰ
սեղեցկություն	s ɛ ʁ ɛ t͡sʰ k u tʰ j u n
ղերմանական	ʁ ɛ ɾ m ɑ n ɑ k ɑ n
փամակարգիչ	p ɑ m ɑ k ɑ ɾ kʰ i t͡ʃʰ
ֆրիմիտիվ	f ɾ i m i t i v
ռամբարձում	r ɑ m b ɑ ɾ t͡sʰ u m
ըանտարկություն	ə ɑ n t ɑ ɾ k u t sʰ j u n
փերի	p ɛ ɾ i
հիմացկուն	h i m ɑ t͡sʰ k u n
մողքիս	m ɔ χ kʰ i s
եանձրալի	j z ɑ n d z ɾ ɑ l i
